Item Label;Description;alias;instance of;P1:string;P69:string;P44:wikibase-item;P33:quantity;P64:wikibase-item;P27:wikibase-item;P32:time;P49:wikibase-item;P50:wikibase-item;P52:wikibase-item;P56:wikibase-item;P55:wikibase-item;P59:wikibase-item;P57:wikibase-item;P65:wikibase-item;P58:wikibase-item;P60:wikibase-item;P54:wikibase-item;P53:wikibase-item;P51:string;P61:wikibase-itemPQ62-Cousin;P61:wikibase-itemPQ62-Grandchild;P61:wikibase-itemPQ62-Nephew;P61:wikibase-itemPQ62-Uncle;P61:wikibase-itemPQ62-Grandfather;P61:wikibase-itemPQ62-Grandmother;P61:wikibase-itemPQ62-Sibling-in-law;P61:wikibase-itemPQ62-Father-in-law;P61:wikibase-itemPQ62-Son-in-law;P66:string;P67:string;P28:wikibase-item;P6:wikibase-item;P5:wikibase-item;P43:wikibase-item;P19:wikibase-item;P18:wikibase-item;P17:wikibase-item;P12:wikibase-itemPQ13-Witness;P12:wikibase-itemPQ13-Notary;P12:wikibase-itemPQ13-Judge;P12:wikibase-itemPQ13-PartyA;P12:wikibase-itemPQ13-PartyB;P15:wikibase-item;P37:wikibase-item;P35:wikibase-item;P46:wikibase-item
Rodrigo Martínez;Rodrigo Martínez (P403 in AMSPO FSV);AMSPO-P403;Q16;AMSPO-P403;;;;;;;Rodrigo (given name);Martínez (family name);D39-Canónigo de la Iglesia de Oviedo;;;;;;;;;D39-Oviedo;;;;;;;;;;;;;D39;;;;;;;;;;;;;;;
Aldonza Fernández;Aldonza Fernández (P168 in AMSPO FSV);AMSPO-P168;Q16;AMSPO-P168;;;;;;;Aldonza (given name);Fernández (family name);;D53P409;;D53P714;;;;;;;;;;;;;;;;;;;D53|D118;;;;;;;;;;;;;;;
Pedro Martínez;Pedro Martínez (P402 in AMSPO FSV);AMSPO-P402;Q16;AMSPO-P402;;;;;;;Pedro (given name);Martínez (family name);D15-Mercader;;D15-SantaClara;;;;;;;;;;;;;;;;;;;;D15;;;;;;;;;;;;;;;
Nicolás Fernández;Nicolás Fernández (P232 in AMSPO FSV);AMSPO-P232;Q16;AMSPO-P232;;;;;;;Nicolás (given name);Fernández (family name);D7-Escribano;;;;;;;;;;;;;;;;;;;;;;D7;;;;;;;;;;;;;;;
Suer Gutiérrez;Suer Gutiérrez (P334 in AMSPO FSV);AMSPO-P334;Q16;AMSPO-P334;;;;;;;Suer (given name);Gutiérrez (family name);;D128P612;;D128P330;;;;;;;;;;;;;;;;;;;D128;;;;;;;;;;;;;;;
Inés Pérez;Inés Pérez (P536 in AMSPO FSV);AMSPO-P536;Q16;AMSPO-P536;;;;;;;Inés (given name);Pérez (family name);;D109P86|D113P86|D118P86|D71P86;;D113P717|D118P717|D109P717;;;;;;;;;;;;;;;;;;;D74|D71|D109|D113|D118|D78;;;;;;;;;;;;;;;
Domingo Alfonso de Labares;Domingo Alfonso de Labares (P6 in AMSPO FSV);AMSPO-P6;Q16;AMSPO-P6;;;;;;;Domingo (given name);Alfonso de Labares (family name);;;;;;;;;;;;;;;;;;;;;;;D18;;;;;;;;;;;;;;;
Fernán Fernández;Fernán Fernández (P180 in AMSPO FSV);AMSPO-P180;Q16;AMSPO-P180;;;;;;;Fernán (given name);Fernández (family name);D3-Escudero|D118-Escudero;;;;;;;;;;;;;;;;;;;;;;D3|D118;;;;;;;;;;;;;;;
Nicolás Martínez;Nicolás Martínez (P393 in AMSPO FSV);AMSPO-P393;Q16;AMSPO-P393;;;;;;;Nicolás (given name);Martínez (family name);D65-Hombre;;;;;;;;D65PB2;;;;;;;;;;;;;;D65;;;;;;;;;;;;;;;
Pedro Martínez de Tene;Pedro Martínez de Tene (P400 in AMSPO FSV);AMSPO-P400;Q16;AMSPO-P400;;;;;;;Pedro (given name);Martínez de Tene (family name);;;;;;;;;;;;;;;;;;;;;;;D55;;;;;;;;;;;;;;;
Juan González de Quintana;Juan González de Quintana (P310 in AMSPO FSV);AMSPO-P310;Q16;AMSPO-P310;;;;;;;Juan (given name);González de Quintana (family name);;;;;;;;;;;;;;;;;;;;;;;D64;;;;;;;;;;;;;;;
Pedro Pérez;Pedro Pérez (P587 in AMSPO FSV);AMSPO-P587;Q16;AMSPO-P587;;;;;;;Pedro (given name);Pérez (family name);;;;;;;;;;;D30-Pero Avogado;;;;;;;;;;;;D30;;;;;;;;;;;;;;;
Diego Suárez;Diego Suárez (P695 in AMSPO FSV);AMSPO-P695;Q16;AMSPO-P695;;;;;;;Diego (given name);Suárez (family name);D12-Cambiador|D2-Cambiador;;;;;;;;;;;;;;;;;;;;;;D12|D2;;;;;;;;;;;;;;;
Gonzalo Rodríguez de Vallo;Gonzalo Rodríguez de Vallo (P634 in AMSPO FSV);AMSPO-P634;Q16;AMSPO-P634;;;;;;;Gonzalo (given name);Rodríguez de Vallo (family name);;;;;;;;;;;;;;;;;;;;;;;D69;;;;;;;;;;;;;;;
Álvaro Pérez;Álvaro Pérez (P448 in AMSPO FSV);AMSPO-P448;Q16;AMSPO-P448;;;;;;;Álvaro (given name);Peláez (family name)|Pérez (family name);;;D61-Borondes;;D41P726|D61P726;;D41PB1|D61P107;;;;;;;;;;;;;;;;D61|D41;;;;;;;;;;;;;;;
Gonzalo Menéndez de Corias;Gonzalo Menéndez de Corias (P416 in AMSPO FSV);AMSPO-P416;Q16;AMSPO-P416;;;;;;;Gonzalo (given name);Menéndez de Corias (family name);;;;;;;;;;;;;;D107P734;;;;;;;;;D107;;;;;;;;;;;;;;;
García Pérez de Imeres;García Pérez de Imeres (P529 in AMSPO FSV);AMSPO-P529;Q16;AMSPO-P529;;;;;;;García (given name);Pérez de Imeres (family name);;;;;;;;;;;;;;;;;;;;;;;D26;;;;;;;;;;;;;;;
Pedro Alfonso;Pedro Alfonso (P74 in AMSPO FSV);AMSPO-P74;Q16;AMSPO-P74;;;;;;;Pedro (given name);Alfonso (family name);;;D49-Ondes;;D50P16|D49PB1;;;;;;;;;;;;;;;;;;D50|D49;;;;;;;;;;;;;;;
Martín Pérez de San Juan;Martín Pérez de San Juan (P569 in AMSPO FSV);AMSPO-P569;Q16;AMSPO-P569;;;;;;;Martín (given name);Pérez de San Juan (family name);;;;;;;;;;;;;;;;;;;;;;;D106;;;;;;;;;;;;;;;
Juan Fernández de Abuli;Juan Fernández de Abuli (P208 in AMSPO FSV);AMSPO-P208;Q16;AMSPO-P208;;;;;;;Juan (given name);Fernández de Abuli (family name);;;;;;;;;;;;;;;;;;;;;;;D16;;;;;;;;;;;;;;;
Pedro Fernández;Pedro Fernández (P244 in AMSPO FSV);AMSPO-P244;Q16;AMSPO-P244;;;;;;;Pedro (given name);Fernández (family name);;;;;D120PB1;;;;;;;;;;;;;;;;;;D120;;;;;;;;;;;;;;;
Pedro Díaz de la Puerta;Pedro Díaz de la Puerta (P138 in AMSPO FSV);AMSPO-P138;Q16;AMSPO-P138;;;;;;;Pedro (given name);Díaz de la Puerta (family name);;;;;;;;;;;;;;;;;;;;;;;D81|D98;;;;;;;;;;;;;;;
Pedro Pérez;Pedro Pérez (P585 in AMSPO FSV);AMSPO-P585;Q16;AMSPO-P585;;;;;;;Pedro (given name);Pérez (family name);D27-Herrero;;;;;;;;;;;;;;;;;;;;;;D27;;;;;;;;;;;;;;;
Álvaro Martínez;Álvaro Martínez (P372 in AMSPO FSV);AMSPO-P372;Q16;AMSPO-P372;;;;;;;Álvaro (given name);Martínez (family name);D116-Portero del Monasterio de San Vicente de Oviedo;;;;;;;;;D116-Oviedo;;;;;;;;;;;;;D116;;;;;;;;;;;;;;;
Martín Fernández;Martín Fernández (P221 in AMSPO FSV);AMSPO-P221;Q16;AMSPO-P221;;;;;;;Martín (given name);Fernández (family name);D116-Monje del monasterio de San Vicente de Oviedo;;;;;;;;;D116-Oviedo;;;;;;;;;;;;;D116;;;;;;;;;;;;;;;
Juan Cabeza de Godos;Juan Cabeza de Godos (P126 in AMSPO FSV);AMSPO-P126;Q16;AMSPO-P126;;;;;;;Juan (given name);Cabeza de Godos (family name);;;;;;;;;;;;;;;;;;;;;;;D106;;;;;;;;;;;;;;;
Alfonso Fernández de Vascones;Alfonso Fernández de Vascones (P165 in AMSPO FSV);AMSPO-P165;Q16;AMSPO-P165;;;;;;;Alfonso (given name);Fernández de Vascones (family name);;;;;;;;;;;;;;;;;;;;;;;D31|D33|D75|D23;;;;;;;;;;;;;;;
Rodrigo Álvarez;Rodrigo Álvarez (P115 in AMSPO FSV);AMSPO-P115;Q16;AMSPO-P115;;;;;;;Rodrigo (given name);Álvarez (family name);;;;;;D24-Adelantado mayor por el rey en Asturias y León|D16-Adelantado mayor por el rey en Asturias y León;;;;;;;;;;;;;;;;Don;D72|D16|D24;;;;;;;;;;;;;;;
Juan Pérez de Borondes;Juan Pérez de Borondes (P553 in AMSPO FSV);AMSPO-P553;Q16;AMSPO-P553;;;;;;;Juan (given name);Pérez de Borondes (family name);;;;;;;;;;;;;;;;;;;;;;;D87;;;;;;;;;;;;;;;
Inés Rodríguez;Inés Rodríguez (P638 in AMSPO FSV);AMSPO-P638;Q16;AMSPO-P638;;;;;;;Inés (given name);Rodríguez (family name);;D87P154|D89P154;D87-Oviedo|D89-Oviedo;;;;;;;;;;;;;;;;;;;;D89|D87;;;;;;;;;;;;;;;
Gonzalo Alfonso;Gonzalo Alfonso (P32 in AMSPO FSV);AMSPO-P32;Q16;AMSPO-P32;;;;;;;Gonzalo (given name);Alfonso (family name);D38-Alfayate;;;;;;;;;;;;;;;;;;;;;;D38;;;;;;;;;;;;;;;
Rodrigo García de Bercio;Rodrigo García de Bercio (P286 in AMSPO FSV);AMSPO-P286;Q16;AMSPO-P286;;;;;;;Rodrigo (given name);García de Bercio (family name);;;;D128P612;;;;;;;;;;;;;;;;;;;D128;;;;;;;;;;;;;;;
Álvaro Pérez;Álvaro Pérez (P491 in AMSPO FSV);AMSPO-P491;Q16;AMSPO-P491;;;;;;;Álvaro (given name);Pérez (family name);D15-Clérigo;;D15-Godos;;;;;;;;;;;;;;;;;;;;D15;;;;;;;;;;;;;;;
Pedro Santiago;Pedro Santiago (P674 in AMSPO FSV);AMSPO-P674;Q16;AMSPO-P674;;;;;;;Pedro (given name);Santiago (family name);D40-Carpintero;;;;;;;;;;;;;;;;;;;;;;D40;;;;;;;;;;;;;;;
Rodrigo González;Rodrigo González (P316 in AMSPO FSV);AMSPO-P316;Q16;AMSPO-P316;;;;;;;Rodrigo (given name);González (family name);;;;D123P629;;;;;;;;;;;;;;;;;;;D123;;;;;;;;;;;;;;;
Juan Salamanes;Juan Salamanes (P665 in AMSPO FSV);AMSPO-P665;Q16;AMSPO-P665;;;;;;;Juan (given name);Salamanes (family name);D88-Zapatero;;;;;;;;;;;;;;;;;;;;;;D88;;;;;;;;;;;;;;;
Menen Fernández;Menen Fernández (P227 in AMSPO FSV);AMSPO-P227;Q16;AMSPO-P227;;;;;;;Menen (given name);Fernández (family name);D126-Monje del monasterio de San Vicente de Oviedo;;;;;;;;;;;;;;;;;;;;;;D126;;;;;;;;;;;;;;;
Martín Gutiérrez;Martín Gutiérrez (P330 in AMSPO FSV);AMSPO-P330;Q16;AMSPO-P330;;;;;;;Martín (given name);Gutiérrez (family name);;;D128-Grullés;;D128P334;;D128P612;;;;;;;;;;;;;;;;D128;;;;;;;;;;;;;;;
Alfonso Rodríguez de Ondes;Alfonso Rodríguez de Ondes (P613 in AMSPO FSV);AMSPO-P613;Q16;AMSPO-P613;;;;;;;Alfonso (given name);Rodríguez de Ondes (family name);;;;;;;;;;;;;;;;;;;;;;;D10;;;;;;;;;;;;;;;
Mayor Fernández;Mayor Fernández (D27PB1 in AMSPO FSV);AMSPO-D27PB1;Q16;AMSPO-D27PB1;;;;;;;Mayor (given name);Fernández (family name);;D27P584;D27-Borondes;;;;;;;;;;;;;;;;;;;;D27;;;;;;;;;;;;;;;
Alfonso Juan;Alfonso Juan (P337 in AMSPO FSV);AMSPO-P337;Q16;AMSPO-P337;;;;;;;Alfonso (given name);Juan (family name);;;;;;;;;;;D101-Mal Cabello;;;;;;;;;;;;D101;;;;;;;;;;;;;;;
Andreo Martínez;Andreo Martínez (P375 in AMSPO FSV);AMSPO-P375;Q16;AMSPO-P375;;;;;;;Andreo (given name);Martínez (family name);D27-Notario;;;;;D2-Notario público del rey en Oviedo;;;;;;;;;;;;;;;;;D27|D2;;;;;;;;;;;;;;;
Fernán Pérez;Fernán Pérez (D81PB1 in AMSPO FSV);AMSPO-D81PB1;Q16;AMSPO-D81PB1;;;;;;;Fernán (given name);Pérez (family name);;;;D81P187;;;;;;;;;;;;;;;;;;;D81;;;;;;;;;;;;;;;
Álvaro Suárez;Álvaro Suárez (P686 in AMSPO FSV);AMSPO-P686;Q16;AMSPO-P686;;;;;;;Álvaro (given name);Suárez (family name);D28-Escudero;;D28-San_Romano;;;;;;;;;;;;;;;;;;;;D28;;;;;;;;;;;;;;;
Gonzalo Fernández;Gonzalo Fernández (P192 in AMSPO FSV);AMSPO-P192;Q16;AMSPO-P192;;;;;;;Gonzalo (given name);Fernández (family name);;;;;D43P354;;;;;;;;;;;;;;;;;;D43;;;;;;;;;;;;;;;
Gonzalo Rodríguez;Gonzalo Rodríguez (P633 in AMSPO FSV);AMSPO-P633;Q16;AMSPO-P633;;;;;;;Gonzalo (given name);Rodríguez (family name);D81-Notario;;;;;D82-Notario público del rey en la pobla de Grado;;;;;;;;;;;;;;;;;D82|D81;;;;;;;;;;;;;;;
Gonzalo Rodríguez;Gonzalo Rodríguez (P627 in AMSPO FSV);AMSPO-P627;Q16;AMSPO-P627;;;;;;;Gonzalo (given name);Rodríguez (family name);;;;;D3PB2;;;;;;;;;;;;;;;;;;D3;;;;;;;;;;;;;;;
Gonzalo Rodríguez;Gonzalo Rodríguez (P631 in AMSPO FSV);AMSPO-P631;Q16;AMSPO-P631;;;;;;;Gonzalo (given name);Rodríguez (family name);D28-Criado|D35-Criado;;;;;;;;D35PB1|D28P94;;;;;;;;;;;;;;D35|D28;;;;;;;;;;;;;;;
Gutier Alfonso;Gutier Alfonso (P34 in AMSPO FSV);AMSPO-P34;Q16;AMSPO-P34;;;;;;;Gutier (given name);Alfonso (family name);D14-Mercader;;;;;;;;;;;;;;;;;;;;;;D14;;;;;;;;;;;;;;;
Alfonso Fernández;Alfonso Fernández (P158 in AMSPO FSV);AMSPO-P158;Q16;AMSPO-P158;;;;;;;Alfonso (given name);Fernández (family name);D121-Carnicero;;;;D121P200;;;;;;;;;;;;;;;;;;D121;;;;;;;;;;;;;;;
Nicolás Juanes de Roces de Pando;Nicolás Juanes de Roces de Pando (P360 in AMSPO FSV);AMSPO-P360;Q16;AMSPO-P360;;;;;;;Nicolás (given name);Juanes de Roces de Pando (family name);;;;;;;;;;;;;;;;;;;;;;;D98;;;;;;;;;;;;;;;
Tomás Fernández;Tomás Fernández (P254 in AMSPO FSV);AMSPO-P254;Q16;AMSPO-P254;;;;;;;Tomás (given name);Fernández (family name);D75-Escribano;;;;;;;;;;;;;;;;;;;;;;D75;;;;;;;;;;;;;;;
Suer Alfonso de la Ferrería;Suer Alfonso de la Ferrería (P85 in AMSPO FSV);AMSPO-P85;Q16;AMSPO-P85;;;;;;;Suer (given name);Alfonso de la Ferrería (family name);D55-Escribano;;;;;;;;;;;;;;;;;;;;;;D55;;;;;;;;;;;;;;;
Pedro Álvarez;Pedro Álvarez (P111 in AMSPO FSV);AMSPO-P111;Q16;AMSPO-P111;;;;;;;Pedro (given name);Álvarez (family name);;;;;;;;;;;;;;;;;;;;;;;D105;;;;;;;;;;;;;;;
Menen Alfonso;Menen Alfonso (P62 in AMSPO FSV);AMSPO-P62;Q16;AMSPO-P62;;;;;;;Menen (given name);Alfonso (family name);;;D78-Borondes;;D78P428|D83P428;;;;;;;;;;;;;;;;;;D83|D78;;;;;;;;;;;;;;;
Juan Alfonso;Juan Alfonso (P44 in AMSPO FSV);AMSPO-P44;Q16;AMSPO-P44;;;;;;;Juan (given name);Alfonso (family name);D9-Criado|D12-Criado;;;;;;;;D9PB2|D12P45;;;;;;;;;;;;;;D12|D9;;;;;;;;;;;;;;;
Fernán Fernández;Fernán Fernández (P181 in AMSPO FSV);AMSPO-P181;Q16;AMSPO-P181;;;;;;;Fernán (given name);Fernández (family name);;;;;;;;;;;;;;;;;;;;;;;D14;;;;;;;;;;;;;;;
Gonzalo Gorrión;Gonzalo Gorrión (D113PB1 in AMSPO FSV);AMSPO-D113PB1;Q16;AMSPO-D113PB1;;;;;;;Gonzalo (given name);Gorrión (family name);;;;D113P713;;;;;;;;;;;;;;;;;;;D113;;;;;;;;;;;;;;;
Juan Pérez de Santullano;Juan Pérez de Santullano (P554 in AMSPO FSV);AMSPO-P554;Q16;AMSPO-P554;;;;;;;Juan (given name);Pérez de Santullano (family name);;;;;;;;;;;;;;;;;;;;;;;D95;;;;;;;;;;;;;;;
Alfonso Suárez;Alfonso Suárez (P682 in AMSPO FSV);AMSPO-P682;Q16;AMSPO-P682;;;;;;;Alfonso (given name);Suárez (family name);;D38P57;;;;;;;;;;;;;;;;;;;;;D38;;;;;;;;;;;;;;;
Fernán Pérez;Fernán Pérez (P510 in AMSPO FSV);AMSPO-P510;Q16;AMSPO-P510;;;;;;;Fernán (given name);Pérez (family name);;;;;;;;;;;;;;;;;;;;;;;D91|D100|D121|D114;;;;;;;;;;;;;;;
Aparicio Fernández;Aparicio Fernández (P172 in AMSPO FSV);AMSPO-P172;Q16;AMSPO-P172;;;;;;;Aparicio (given name);Fernández (family name);D9-Peletero;;;;;;;;;;;;;;;;;;;;;;D9;;;;;;;;;;;;;;;
Juan González;Juan González (P308 in AMSPO FSV);AMSPO-P308;Q16;AMSPO-P308;;;;;;;Juan (given name);González (family name);D48-Criado del deán;;;;;;;;;;;;;;;;;;;;;;D48;;;;;;;;;;;;;;;
Catalina Pérez;Catalina Pérez (P501 in AMSPO FSV);AMSPO-P501;Q16;AMSPO-P501;;;;;;;Catalina (given name);Pérez (family name);;D6P306;D6-Oviedo;;;;;;;;;;;;;;;;;;;;D6;;;;;;;;;;;;;;;
Fernán Alfonso;Fernán Alfonso (P19 in AMSPO FSV);AMSPO-P19;Q16;AMSPO-P19;;;;;;;Fernán (given name);Alfonso (family name);;;;;;;;;;;;;;;;D84P463;;;;;;;D84;;;;;;;;;;;;;;;
Álvaro Suárez;Álvaro Suárez (P687 in AMSPO FSV);AMSPO-P687;Q16;AMSPO-P687;;;;;;;Álvaro (given name);Suárez (family name);;;;;D123P407;;;;;;;;;;;;;;;;;;D123;;;;;;;;;;;;;;;
Martín Suárez;Martín Suárez (P722 in AMSPO FSV);AMSPO-P722;Q16;AMSPO-P722;;;;;;;Martín (given name);Suárez (family name);D91-Orfebre|D44-Orfebre;;;;;;;;;;;;;;;;;;;;;;D91|D44;;;;;;;;;;;;;;;
María García;María García (D38PB1 in AMSPO FSV);AMSPO-D38PB1;Q16;AMSPO-D38PB1;;;;;;;María (given name);García (family name);;;;D38P80;;;;;;;;;;;;;;;;;;;D38;;;;;;;;;;;;;;;
Suer Martínez de Nores;Suer Martínez de Nores (P408 in AMSPO FSV);AMSPO-P408;Q16;AMSPO-P408;;;;;;;Suer (given name);Martínez de Nores (family name);D118-Pellitero;;;;;;;;;;;;;;;;;;;;;;D118;;;;;;;;;;;;;;;
Gonzalo Suárez de Vidallán;Gonzalo Suárez de Vidallán (P710 in AMSPO FSV);AMSPO-P710;Q16;AMSPO-P710;;;;;;;Gonzalo (given name);Suárez de Vidallán (family name);;;;;;;;;;;;;;;;;;;;;;;D87;;;;;;;;;;;;;;;
Alfonso Juan;Alfonso Juan (P338 in AMSPO FSV);AMSPO-P338;Q16;AMSPO-P338;;;;;;;Alfonso (given name);Juan (family name);D56-Entrogio;;;;;;;;;;;;;;;;;;;;;;D56;;;;;;;;;;;;;;;
Pedro Fernández de Castañedo;Pedro Fernández de Castañedo (P246 in AMSPO FSV);AMSPO-P246;Q16;AMSPO-P246;;;;;;;Pedro (given name);Fernández de Castañedo (family name);D122-Clérigo;;;;;;;;;;;;;;;;;;;;;;D122;;;;;;;;;;;;;;;
Pedro Pérez;Pedro Pérez (D94PB1 in AMSPO FSV);AMSPO-D94PB1;Q16;AMSPO-D94PB1;;;;;;;Pedro (given name);Pérez (family name);;;;D94P582;;;;;;;;;;;;;;;;;;;D94;;;;;;;;;;;;;;;
Pedro Pérez;Pedro Pérez (D51PB1 in AMSPO FSV);AMSPO-D51PB1;Q16;AMSPO-D51PB1;;;;;;;Pedro (given name);Pérez (family name);;;;D51P527;;;;;;;;;;;;;;;;;;;D51;;;;;;;;;;;;;;;
Alfonso Pérez de Panical;Alfonso Pérez de Panical (P482 in AMSPO FSV);AMSPO-P482;Q16;AMSPO-P482;;;;;;;Alfonso (given name);Pérez de Panical (family name);;;;;;;;;;;;;;;;;;;;;;;D125;;;;;;;;;;;;;;;
García Pérez;García Pérez (P520 in AMSPO FSV);AMSPO-P520;Q16;AMSPO-P520;;;;;;;García (given name);Pérez (family name);D9-Peletero;;;;;;;;;;;;;;;;;;;;;;D9;;;;;;;;;;;;;;;
Pedro Santiago;Pedro Santiago (D46PB2 in AMSPO FSV);AMSPO-D46PB2;Q16;AMSPO-D46PB2;;;;;;;Pedro (given name);Santiago (family name);;;;;;;;;;;;;;;;;;;;;;;D46;;;;;;;;;;;;;;;
Rodrigo Pérez;Rodrigo Pérez (P592 in AMSPO FSV);AMSPO-P592;Q16;AMSPO-P592;;;;;;;Rodrigo (given name);Pérez (family name);D77-Mercader;;;;;;;;;;;;;;;;;;;;;;D77;;;;;;;;;;;;;;;
Alfonso Fernández de Vega;Alfonso Fernández de Vega (P162 in AMSPO FSV);AMSPO-P162;Q16;AMSPO-P162;;;;;;;Alfonso (given name);Fernández de Vega (family name);;;;;;;;;;;;;;;;;;;;;;;D76;;;;;;;;;;;;;;;
Fernán González;Fernán González (P301 in AMSPO FSV);AMSPO-P301;Q16;AMSPO-P301;;;;;;;Fernán (given name);González (family name);;;;;;;;D26P302;;;;;;;;;;;;;;;D26;;;;;;;;;;;;;;;
Alfonso Pérez de San Miguel de la Premana;Alfonso Pérez de San Miguel de la Premana (P485 in AMSPO FSV);AMSPO-P485;Q16;AMSPO-P485;;;;;;;Alfonso (given name);Pérez de San Miguel de la Premana (family name);;;;D51P40|D51P63;;;;;;;;;;;;;;;;;;;D51;;;;;;;;;;;;;;;
Martin González;Martin González (P312 in AMSPO FSV);AMSPO-P312;Q16;AMSPO-P312;;;;;;;Martin (given name);González (family name);;;;;;;;;;;;;;;;;;;;;;;D59;;;;;;;;;;;;;;;
Aldonza Suárez;Aldonza Suárez (P681 in AMSPO FSV);AMSPO-P681;Q16;AMSPO-P681;;;;;;;Aldonza (given name);Suárez (family name);;D22P704|D23P704;D22-Sama_de_Grado|D56-Sama;;D22P663;;;D56P726|D22P729;;;;;;;;;;;;;;;D23|D22|D56;;;;;;;;;;;;;;;
Adán Fernández;Adán Fernández (P152 in AMSPO FSV);AMSPO-P152;Q16;AMSPO-P152;;;;;;;Adán (given name);Fernández (family name);D53-Escribano;;;;D53P514;;;;;;;;;;;;;;;;;;D53;;;;;;;;;;;;;;;
Gonzalo Córdoba;Gonzalo Córdoba (P129 in AMSPO FSV);AMSPO-P129;Q16;AMSPO-P129;;;;;;;Gonzalo (given name);Córdoba (family name);D108-Zapatero;;;;;;;;;;;;;;;;;;;;;;D108;;;;;;;;;;;;;;;
Sancha González de Cenales;Sancha González de Cenales (P319 in AMSPO FSV);AMSPO-P319;Q16;AMSPO-P319;;;;;;;Sancha (given name);González de Cenales (family name);;D82P351;;;;;;;;;;;;;;;;;;;;;D82;;;;;;;;;;;;;;;
Pedro Fernández;Pedro Fernández (P239 in AMSPO FSV);AMSPO-P239;Q16;AMSPO-P239;;;;;;;Pedro (given name);Fernández (family name);D128-Portero del Monasterio de San Vicente de Oviedo;;;;;;;;;D128-Oviedo;;;;;;;;;;;;;D128;;;;;;;;;;;;;;;
Mayor García;Mayor García (P281 in AMSPO FSV);AMSPO-P281;Q16;AMSPO-P281;;;;;;;Mayor (given name);García (family name);;D35P486;;D43P87|D35P3|D35P30;;;;;;;;;;;;;;;;;;;D43|D36|D37|D35;;;;;;;;;;;;;;;
Suer Díaz;Suer Díaz (P140 in AMSPO FSV);AMSPO-P140;Q16;AMSPO-P140;;;;;;;Suer (given name);Díaz (family name);;;;;;;;;;;;;;;D3PB1;;;;;;;;D3;;;;;;;;;;;;;;;
García Sánchez;García Sánchez (P669 in AMSPO FSV);AMSPO-P669;Q16;AMSPO-P669;;;;;;;García (given name);Sánchez (family name);;D10P333;D10-Andorzio;D10P673;;;;;;;;;;;;;;;;;;;D10;;;;;;;;;;;;;;;
Gonzalo Rodríguez de Argüelles;Gonzalo Rodríguez de Argüelles (D13PB1 in AMSPO FSV);AMSPO-D13PB1;Q16;AMSPO-D13PB1;;;;;;;Gonzalo (given name);Rodríguez de Argüelles (family name);;;;;;;;;;;;;;;;;;;;;;;D13;;;;;;;;;;;;;;;
Fernán García de Vega;Fernán García de Vega (P270 in AMSPO FSV);AMSPO-P270;Q16;AMSPO-P270;;;;;;;Fernán (given name);García de Vega (family name);;;;;;;;;;;;;;;;;;;;;;;D70;;;;;;;;;;;;;;;
Juan de Latores;Juan de Latores (P365 in AMSPO FSV);AMSPO-P365;Q16;AMSPO-P365;;;;;;;Juan (given name);de Latores (family name);;;;;;;;;;;;;;;;;;;;;;;D109;;;;;;;;;;;;;;;
Alfonso Fernández de Cepedal;Alfonso Fernández de Cepedal (P166 in AMSPO FSV);AMSPO-P166;Q16;AMSPO-P166;;;;;;;Alfonso (given name);Fernández de Cepedal (family name);;;;;;;;;;;;;;;;;;;;;;;D124;;;;;;;;;;;;;;;
Pedro Juan;Pedro Juan (P344 in AMSPO FSV);AMSPO-P344;Q16;AMSPO-P344;;;;;;;Pedro (given name);Juan (family name);D39-Clérigo;;;D39P532;;;;;;;;;;;;;;;;;;;D39;;;;;;;;;;;;;;;
Juan Alfonso;Juan Alfonso (P50 in AMSPO FSV);AMSPO-P50;Q16;AMSPO-P50;;;;;;;Juan (given name);Alfonso (family name);D78-Notario;;;;;;;;;;;;;;;;;;;;;;D78;;;;;;;;;;;;;;;
Juan Franco;Juan Franco (P260 in AMSPO FSV);AMSPO-P260;Q16;AMSPO-P260;;;;;;;Juan (given name);Franco (family name);;;;;;;;;;;;;;;;;;;;;;;D63;;;;;;;;;;;;;;;
Juan Alfonso;Juan Alfonso (P48 in AMSPO FSV);AMSPO-P48;Q16;AMSPO-P48;;;;;;;Juan (given name);Alfonso (family name);D45-Escribano|D20-Escribano|D19-Escribano|D16-Escribano|D111-Escribano;;;;;;;;;;;;;;;;;;;;;;D20|D16|D111|D45|D19|D127;;;;;;;;;;;;;;;
Sancha Gutiérrez;Sancha Gutiérrez (P333 in AMSPO FSV);AMSPO-P333;Q16;AMSPO-P333;;;;;;;Sancha (given name);Gutiérrez (family name);;D10P669;;;D10P39;;D10P721;;;;;D10P154;;;;;;;;;;;D10;;;;;;;;;;;;;;;
Alfonso Martínez;Alfonso Martínez (P368 in AMSPO FSV);AMSPO-P368;Q16;AMSPO-P368;;;;;;;Alfonso (given name);Martínez (family name);;;;;;;;;;;;;;;;D1P435;;;;;;;D1;;;;;;;;;;;;;;;
Pedro Martínez de San Juan;Pedro Martínez de San Juan (D37PB2 in AMSPO FSV);AMSPO-D37PB2;Q16;AMSPO-D37PB2;;;;;;;Pedro (given name);Martínez de San Juan (family name);;;;D37P593;;;;;;;;;;;;;;;;;;;D37;;;;;;;;;;;;;;;
